交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段
2021/05/03,TXO,202105  ,14100.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,14200.0000,買權,-,-,-,-,0,3060,8,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,14200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,14200.0000,賣權,4.5,7.1,4.2,7.1,104,7.1,364,4.1,34.5,235,4.2,,一般,
2021/05/03,TXO,202105  ,14200.0000,賣權,4.5,4.5,4.5,4.5,2,-,-,4.5,7.8,235,4.5,,盤後,
2021/05/03,TXO,202105  ,14300.0000,買權,-,-,-,-,0,2960,1,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,14300.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,14300.0000,賣權,4.6,6.6,4.6,6.5,359,7.1,624,2.3,333,247,4.4,,一般,
2021/05/03,TXO,202105  ,14300.0000,賣權,4.4,5,4.4,5,2,-,-,3.1,7.8,247,4.4,,盤後,
2021/05/03,TXO,202105  ,14400.0000,買權,-,-,-,-,0,2860,0,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,14400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,14400.0000,賣權,4.8,7.2,4.7,7.1,99,7.1,340,2.3,7.2,208,4.4,,一般,
2021/05/03,TXO,202105  ,14400.0000,賣權,4.6,4.6,4.4,4.4,36,-,-,4,6.1,208,4.4,,盤後,
2021/05/03,TXO,202105  ,14500.0000,買權,-,-,-,-,0,2760,3,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,14500.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,14500.0000,賣權,6.1,7.5,5.5,7.5,38,7.5,682,2.3,8.4,277,5.3,,一般,
2021/05/03,TXO,202105  ,14500.0000,賣權,5.3,6,5.3,6,2,-,-,4.3,7.8,277,5.3,,盤後,
2021/05/03,TXO,202105  ,14600.0000,買權,-,-,-,-,0,2660,2,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,14600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,14600.0000,賣權,7.8,7.8,5.5,6,30,7.7,292,7.3,444,294,5.4,,一般,
2021/05/03,TXO,202105  ,14600.0000,賣權,5.4,6,5.4,6,10,-,-,3.6,8.8,294,5.4,,盤後,
2021/05/03,TXO,202105  ,14700.0000,買權,-,-,-,-,0,2560,10,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,14700.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,14700.0000,賣權,5.7,9.2,5.5,7.9,61,7.9,305,5.3,99,320,5.1,,一般,
2021/05/03,TXO,202105  ,14700.0000,賣權,6.5,6.5,5.1,5.7,10,-,-,4.3,22,320,5.1,,盤後,
2021/05/03,TXO,202105  ,14800.0000,買權,-,-,-,-,0,2460,20,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,14800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,14800.0000,賣權,5.2,9.8,5.2,9.8,118,9.8,931,5.3,9.8,228,5.2,,一般,
2021/05/03,TXO,202105  ,14800.0000,賣權,6.6,6.6,6,6,7,-,-,5.2,23.5,228,6,,盤後,
2021/05/03,TXO,202105  ,14900.0000,買權,-,-,-,-,0,2360,0,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,14900.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,14900.0000,賣權,7.6,10,6.8,10,145,10,321,5.7,139,382,5.5,,一般,
2021/05/03,TXO,202105  ,14900.0000,賣權,6.6,6.6,5.5,5.6,32,-,-,5.6,7,382,5.5,,盤後,
2021/05/03,TXO,202105  ,15000.0000,買權,-,-,-,-,0,2260,23,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,15000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,15000.0000,賣權,6.4,11.5,4.7,11.5,511,11.5,8340,10,13,398,1.4,,一般,
2021/05/03,TXO,202105  ,15000.0000,賣權,7.4,7.9,5.2,5.2,187,-,-,5.1,8,398,1.4,,盤後,
2021/05/03,TXO,202105  ,15100.0000,買權,-,-,-,-,0,2170,1,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,15100.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,15100.0000,賣權,8,12.5,7.8,12.5,168,12.5,648,10,13,466,5.3,,一般,
2021/05/03,TXO,202105  ,15100.0000,賣權,7.9,7.9,5.3,7.1,46,-,-,5.3,8.5,466,5.3,,盤後,
2021/05/03,TXO,202105  ,15200.0000,買權,-,-,-,-,0,2070,30,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,15200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,15200.0000,賣權,8.4,13,8.2,13,235,13,3781,10.5,14,499,7,,一般,
2021/05/03,TXO,202105  ,15200.0000,賣權,8.6,8.6,7,7.9,64,-,-,7,11,499,7,,盤後,
2021/05/03,TXO,202105  ,15300.0000,買權,-,-,-,-,0,1970,10,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,15300.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,15300.0000,賣權,8.7,15,8.7,14.5,293,14.5,3938,12.5,21.5,510,7.6,,一般,
2021/05/03,TXO,202105  ,15300.0000,賣權,9.4,9.4,7.6,8,39,-,-,7,9.5,510,7.6,,盤後,
2021/05/03,TXO,202105  ,15400.0000,買權,-,-,-,-,0,1870,20,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,15400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,15400.0000,賣權,9,17.5,9,16.5,230,16.5,5158,15,17,620,6.1,,一般,
2021/05/03,TXO,202105  ,15400.0000,賣權,10,10,6.1,6.1,45,-,-,6.2,9,620,6.1,,盤後,
2021/05/03,TXO,202105  ,15500.0000,買權,-,-,-,-,0,1770,41,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,15500.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,15500.0000,賣權,9.5,19.5,9.5,19.5,3042,19.5,3420,17.5,19.5,650,8.5,,一般,
2021/05/03,TXO,202105  ,15500.0000,賣權,10.5,11,8.5,9.5,163,-,-,8.8,9.5,650,8.5,,盤後,
2021/05/03,TXO,202105  ,15600.0000,買權,1820,1820,1820,1820,1,1670,107,1530,1820,1970,600,,一般,
2021/05/03,TXO,202105  ,15600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,15600.0000,賣權,11.5,22,11,21,1491,21,3290,16,22,710,7.1,,一般,
2021/05/03,TXO,202105  ,15600.0000,賣權,11,11.5,7.1,7.1,56,-,-,7.6,11,710,7.1,,盤後,
2021/05/03,TXO,202105  ,15700.0000,買權,-,-,-,-,0,1580,72,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,15700.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,15700.0000,賣權,12.5,25,12.5,24,2222,24,2690,22,25,695,10.5,,一般,
2021/05/03,TXO,202105  ,15700.0000,賣權,14,14,10.5,11,72,-,-,11,12,695,10.5,,盤後,
2021/05/03,TXO,202105  ,15800.0000,買權,-,-,-,-,0,1480,37,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,15800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,15800.0000,賣權,14,29,13.5,27,6052,27,5219,24,33,805,12,,一般,
2021/05/03,TXO,202105  ,15800.0000,賣權,15,15.5,12,13,92,-,-,13,13.5,805,12,,盤後,
2021/05/03,TXO,202105  ,15900.0000,買權,-,-,-,-,0,1390,93,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,15900.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,15900.0000,賣權,16,33,14.5,32.5,507,32.5,2036,29,32.5,735,12.5,,一般,
2021/05/03,TXO,202105  ,15900.0000,賣權,15,18,12.5,18,39,-,-,12,19,735,12.5,,盤後,
2021/05/03,TXO,202105  ,16000.0000,買權,1480,1480,1320,1320,3,1290,96,1160,1310,1720,366,,一般,
2021/05/03,TXO,202105  ,16000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,16000.0000,賣權,20,40,17.5,37.5,3446,37.5,17132,37.5,38,845,2.3,,一般,
2021/05/03,TXO,202105  ,16000.0000,賣權,19.5,20.5,16,16.5,543,-,-,16,20,845,2.3,,盤後,
2021/05/03,TXO,202105  ,16100.0000,買權,1360,1360,1200,1200,7,1200,98,243,-,1470,308,,一般,
2021/05/03,TXO,202105  ,16100.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,16100.0000,賣權,22,46.5,20.5,44.5,1365,44.5,3535,41,44,775,17.5,,一般,
2021/05/03,TXO,202105  ,16100.0000,賣權,22,22,17.5,20,169,-,-,18,20,775,17.5,,盤後,
2021/05/03,TXO,202105  ,16200.0000,買權,1150,1150,1150,1150,16,1100,185,1090,1120,1370,300,,一般,
2021/05/03,TXO,202105  ,16200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,16200.0000,賣權,24,54,24,50,1687,50,4594,44,51,780,20.5,,一般,
2021/05/03,TXO,202105  ,16200.0000,賣權,25,25.5,20.5,22.5,204,-,-,22.5,25,780,20.5,,盤後,
2021/05/03,TXO,202105  ,16300.0000,買權,-,-,-,-,0,1010,384,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,16300.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,16300.0000,賣權,29,63,26.5,60,2122,60,4036,53,61,1000,24,,一般,
2021/05/03,TXO,202105  ,16300.0000,賣權,29,30.5,24,26.5,146,-,-,25.5,29,1000,24,,盤後,
2021/05/03,TXO,202105  ,16400.0000,買權,1080,1080,915,915,7,925,790,401,935,1330,194,,一般,
2021/05/03,TXO,202105  ,16400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,16400.0000,賣權,35,75,32.5,70,7606,70,11239,68,73,760,27.5,,一般,
2021/05/03,TXO,202105  ,16400.0000,賣權,33,35,27.5,30.5,302,-,-,30,33,760,27.5,,盤後,
2021/05/03,TXO,202105  ,16500.0000,買權,1040,1040,815,835,6,835,1169,200,845,1150,163,,一般,
2021/05/03,TXO,202105  ,16500.0000,買權,1140,1140,1140,1140,1,-,-,274,-,1150,163,,盤後,
2021/05/03,TXO,202105  ,16500.0000,賣權,41,86,38.5,81,3351,81,7158,80,83,840,32,,一般,
2021/05/03,TXO,202105  ,16500.0000,賣權,40,41.5,32,36.5,598,-,-,36,38,840,32,,盤後,
2021/05/03,TXO,202105  ,16600.0000,買權,765,785,740,755,59,755,1062,705,765,1080,140,,一般,
2021/05/03,TXO,202105  ,16600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,16600.0000,賣權,48.5,102,45.5,94,2475,94,5725,93,96,890,39,,一般,
2021/05/03,TXO,202105  ,16600.0000,賣權,44.5,51,39,44,365,-,-,42.5,47.5,890,39,,盤後,
2021/05/03,TXO,202105  ,16700.0000,買權,860,860,650,670,435,670,2686,655,680,1080,109,,一般,
2021/05/03,TXO,202105  ,16700.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,16700.0000,賣權,59,118,54,111,2989,111,5253,108,112,970,46,,一般,
2021/05/03,TXO,202105  ,16700.0000,賣權,54,59,46,54,274,-,-,50,54,970,46,,盤後,
2021/05/03,TXO,202105  ,16800.0000,買權,795,795,575,600,402,580,1667,550,595,950,90,,一般,
2021/05/03,TXO,202105  ,16800.0000,買權,885,885,830,850,36,-,-,124,890,950,90,,盤後,
2021/05/03,TXO,202105  ,16800.0000,賣權,70,138,63,128,5457,128,5536,127,131,915,55,,一般,
2021/05/03,TXO,202105  ,16800.0000,賣權,67,70,55,60,592,-,-,59,60,915,55,,盤後,
2021/05/03,TXO,202105  ,16900.0000,買權,695,695,495,510,346,510,1336,499,525,855,64,,一般,
2021/05/03,TXO,202105  ,16900.0000,買權,785,790,725,765,9,-,-,600,775,855,64,,盤後,
2021/05/03,TXO,202105  ,16900.0000,賣權,87,160,75,150,4617,150,4524,149,153,660,65,,一般,
2021/05/03,TXO,202105  ,16900.0000,賣權,76,82,65,67,802,-,-,67,77,660,65,,盤後,
2021/05/03,TXO,202105  ,17000.0000,買權,610,620,415,439,337,439,919,400,443,780,61,,一般,
2021/05/03,TXO,202105  ,17000.0000,買權,695,705,640,680,41,-,-,660,680,780,61,,盤後,
2021/05/03,TXO,202105  ,17000.0000,賣權,99,187,91,174,5668,174,6151,176,178,1190,79,,一般,
2021/05/03,TXO,202105  ,17000.0000,賣權,89,100,79,88,1654,-,-,86,89,1190,79,,盤後,
2021/05/03,TXO,202105  ,17100.0000,買權,530,530,348,370,439,370,1850,358,369,690,43,,一般,
2021/05/03,TXO,202105  ,17100.0000,買權,595,620,550,600,44,-,-,560,600,690,43,,盤後,
2021/05/03,TXO,202105  ,17100.0000,賣權,108,222,108,208,4377,208,4942,208,212,620,93,,一般,
2021/05/03,TXO,202105  ,17100.0000,賣權,105,120,94,98,600,-,-,97,101,620,93,,盤後,
2021/05/03,TXO,202105  ,17200.0000,買權,444,458,285,301,1172,301,2713,296,303,610,45.5,,一般,
2021/05/03,TXO,202105  ,17200.0000,買權,520,540,475,500,80,-,-,484,525,610,45.5,,盤後,
2021/05/03,TXO,202105  ,17200.0000,賣權,130,260,130,245,3676,245,3933,243,246,740,109,,一般,
2021/05/03,TXO,202105  ,17200.0000,賣權,127,143,113,119,451,-,-,118,126,740,109,,盤後,
2021/05/03,TXO,202105  ,17300.0000,買權,383,390,229,243,4193,243,5776,240,245,530,20,,一般,
2021/05/03,TXO,202105  ,17300.0000,買權,440,463,401,443,132,-,-,432,443,530,20,,盤後,
2021/05/03,TXO,202105  ,17300.0000,賣權,157,304,157,290,4278,290,3288,288,293,670,131,,一般,
2021/05/03,TXO,202105  ,17300.0000,賣權,149,176,137,143,334,-,-,142,151,670,131,,盤後,
2021/05/03,TXO,202105  ,17400.0000,買權,306,324,181,191,3625,191,4360,190,193,454,8,,一般,
2021/05/03,TXO,202105  ,17400.0000,買權,368,393,338,369,115,-,-,358,374,454,8,,盤後,
2021/05/03,TXO,202105  ,17400.0000,賣權,200,358,191,341,1841,341,1807,318,343,670,153,,一般,
2021/05/03,TXO,202105  ,17400.0000,賣權,181,209,165,173,443,-,-,172,188,670,153,,盤後,
2021/05/03,TXO,202105  ,17500.0000,買權,262,263,141,151,4837,151,5574,150,154,385,24,,一般,
2021/05/03,TXO,202105  ,17500.0000,買權,303,329,279,310,657,-,-,303,310,385,24,,盤後,
2021/05/03,TXO,202105  ,17500.0000,賣權,250,414,230,398,2022,398,2268,381,401,1450,183,,一般,
2021/05/03,TXO,202105  ,17500.0000,賣權,214,248,197,220,780,-,-,208,220,1450,183,,盤後,
2021/05/03,TXO,202105  ,17600.0000,買權,187,210,108,115,6149,115,5893,114,117,318,19,,一般,
2021/05/03,TXO,202105  ,17600.0000,買權,246,271,223,245,945,-,-,244,252,318,19,,盤後,
2021/05/03,TXO,202105  ,17600.0000,賣權,292,483,278,458,958,458,750,377,500,1190,218,,一般,
2021/05/03,TXO,202105  ,17600.0000,賣權,264,297,238,252,725,-,-,251,279,1190,218,,盤後,
2021/05/03,TXO,202105  ,17700.0000,買權,161,165,80,87,5572,87,6175,86,88,261,8.2,,一般,
2021/05/03,TXO,202105  ,17700.0000,買權,194,218,180,187,1215,-,-,189,198,261,8.2,,盤後,
2021/05/03,TXO,202105  ,17700.0000,賣權,352,550,332,550,403,535,601,300,555,705,260,,一般,
2021/05/03,TXO,202105  ,17700.0000,賣權,309,320,288,320,61,-,-,288,333,705,260,,盤後,
2021/05/03,TXO,202105  ,17800.0000,買權,122,126,59,63,7602,63,7315,62,65,208,17,,一般,
2021/05/03,TXO,202105  ,17800.0000,買權,150,171,139,148,1708,-,-,148,160,208,17,,盤後,
2021/05/03,TXO,202105  ,17800.0000,賣權,417,635,407,605,226,605,295,595,620,780,307,,一般,
2021/05/03,TXO,202105  ,17800.0000,賣權,363,407,344,375,91,-,-,330,388,780,307,,盤後,
2021/05/03,TXO,202105  ,17900.0000,買權,95,95,43,47,3751,47,5449,44.5,47.5,164,14.5,,一般,
2021/05/03,TXO,202105  ,17900.0000,買權,115,135,107,119,793,-,-,120,127,164,14.5,,盤後,
2021/05/03,TXO,202105  ,17900.0000,賣權,496,715,467,685,228,695,121,560,725,1260,365,,一般,
2021/05/03,TXO,202105  ,17900.0000,賣權,429,454,401,446,47,-,-,375,460,1260,365,,盤後,
2021/05/03,TXO,202105  ,18000.0000,買權,66,80,30.5,40.5,9638,40.5,9210,33,40,127,10,,一般,
2021/05/03,TXO,202105  ,18000.0000,買權,86,103,80,89,1235,-,-,89,93,127,10,,盤後,
2021/05/03,TXO,202105  ,18000.0000,賣權,620,800,615,800,93,795,72,105,830,985,427,,一般,
2021/05/03,TXO,202105  ,18000.0000,賣權,500,525,475,525,9,-,-,403,580,985,427,,盤後,
2021/05/03,TXO,202105  ,18100.0000,買權,49,52,22,24.5,2544,24.5,5104,24.5,26.5,95,9.1,,一般,
2021/05/03,TXO,202105  ,18100.0000,買權,63,77,59,65,861,-,-,66,67,95,9.1,,盤後,
2021/05/03,TXO,202105  ,18100.0000,賣權,750,825,750,825,2,870,313,99,875,985,500,,一般,
2021/05/03,TXO,202105  ,18100.0000,賣權,550,620,550,590,6,-,-,99,-,985,500,,盤後,
2021/05/03,TXO,202105  ,18200.0000,買權,44.5,44.5,16,20,3966,20,5790,16.5,19,76,8.2,,一般,
2021/05/03,TXO,202105  ,18200.0000,買權,45,58,44,49,965,-,-,48,49.5,76,8.2,,盤後,
2021/05/03,TXO,202105  ,18200.0000,賣權,725,940,715,905,5,965,208,950,1100,1170,590,,一般,
2021/05/03,TXO,202105  ,18200.0000,賣權,640,700,635,700,6,-,-,121,-,1170,590,,盤後,
2021/05/03,TXO,202105  ,18300.0000,買權,25.5,27.5,11.5,13,1592,13,2533,12.5,13.5,52,8,,一般,
2021/05/03,TXO,202105  ,18300.0000,買權,33,42.5,31,34,547,-,-,32.5,35,52,8,,盤後,
2021/05/03,TXO,202105  ,18300.0000,賣權,855,990,855,990,2,1060,9,925,1080,990,680,,一般,
2021/05/03,TXO,202105  ,18300.0000,賣權,765,790,745,790,8,-,-,146,-,830,680,,盤後,
2021/05/03,TXO,202105  ,18400.0000,買權,19,20,8.3,8.3,3106,8.3,4122,8.3,10,37,6.6,,一般,
2021/05/03,TXO,202105  ,18400.0000,買權,24.5,32,21.5,23,300,-,-,23,25.5,37,6.6,,盤後,
2021/05/03,TXO,202105  ,18400.0000,賣權,1150,1150,1150,1150,1,1150,3,1140,1160,1150,760,,一般,
2021/05/03,TXO,202105  ,18400.0000,賣權,810,810,810,810,1,-,-,169,-,915,760,,盤後,
2021/05/03,TXO,202105  ,18500.0000,買權,16,16,6.6,7.4,4224,7.4,4157,6.5,10.5,27,6.2,,一般,
2021/05/03,TXO,202105  ,18500.0000,買權,17,22.5,15.5,18,197,-,-,16.5,18,27,6.2,,盤後,
2021/05/03,TXO,202105  ,18500.0000,賣權,1010,1010,1010,1010,1,1250,7,1120,1270,1010,820,,一般,
2021/05/03,TXO,202105  ,18500.0000,賣權,935,935,935,935,1,-,-,218,-,995,820,,盤後,
2021/05/03,TXO,202105  ,18600.0000,買權,8.2,12,5.2,6,721,6,1960,5.8,10,62,4.5,,一般,
2021/05/03,TXO,202105  ,18600.0000,買權,13,15.5,10,10,213,-,-,10.5,12,62,4.5,,盤後,
2021/05/03,TXO,202105  ,18600.0000,賣權,1100,1100,1100,1100,1,1350,0,1220,1370,1100,995,,一般,
2021/05/03,TXO,202105  ,18600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,18700.0000,買權,7.5,8.3,5,5,660,5,1068,3.8,7,120,5,,一般,
2021/05/03,TXO,202105  ,18700.0000,買權,8.1,11,8.1,8.2,117,-,-,7.1,9.8,120,5,,盤後,
2021/05/03,TXO,202105  ,18700.0000,賣權,-,-,-,-,0,1450,0,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,18700.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,18800.0000,買權,5.7,6.7,3.5,3.7,1038,3.7,1462,3.7,6,120,3.5,,一般,
2021/05/03,TXO,202105  ,18800.0000,買權,7.1,8.1,7.1,8,43,-,-,7.3,8.9,120,3.9,,盤後,
2021/05/03,TXO,202105  ,18800.0000,賣權,-,-,-,-,0,1550,0,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,18800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,18900.0000,買權,4,4.2,3.1,3.1,14,3.1,188,-,5.1,28,3.1,,一般,
2021/05/03,TXO,202105  ,18900.0000,買權,5.6,5.6,5.6,5.6,1,-,-,3.5,6.8,28,3.1,,盤後,
2021/05/03,TXO,202105  ,18900.0000,賣權,-,-,-,-,0,1650,0,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,18900.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,19000.0000,買權,3.2,3.6,1.7,1.7,200,2.7,203,-,10.5,290,1.7,,一般,
2021/05/03,TXO,202105  ,19000.0000,買權,5.2,5.2,5.2,5.2,11,-,-,1.5,6.9,290,2.4,,盤後,
2021/05/03,TXO,202105  ,19000.0000,賣權,-,-,-,-,0,1750,0,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,19000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,19100.0000,買權,-,-,-,-,0,2.6,140,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,19100.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,19100.0000,賣權,-,-,-,-,0,1850,0,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,19100.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,19200.0000,買權,1.5,4,1.5,2.5,15,2.5,263,1.7,5,60,0.1,,一般,
2021/05/03,TXO,202105  ,19200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,19200.0000,賣權,-,-,-,-,0,1950,0,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,19200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,19300.0000,買權,-,-,-,-,0,2.4,200,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,19300.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,19300.0000,賣權,-,-,-,-,0,2050,0,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,19300.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,19400.0000,買權,1,1,1,1,2,2.3,491,1.2,174,6,1,,一般,
2021/05/03,TXO,202105  ,19400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,19400.0000,賣權,-,-,-,-,0,2150,0,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,19400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,19500.0000,買權,-,-,-,-,0,2.2,2340,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,19500.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,19500.0000,賣權,-,-,-,-,0,2250,0,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,19500.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,19600.0000,買權,-,-,-,-,0,2.1,139,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,19600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,19600.0000,賣權,-,-,-,-,0,2350,0,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,19600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,19700.0000,買權,-,-,-,-,0,2,13,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,19700.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,19700.0000,賣權,-,-,-,-,0,2450,0,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,19700.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,19800.0000,買權,-,-,-,-,0,1.9,579,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,19800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,19800.0000,賣權,-,-,-,-,0,2550,0,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,19800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,19900.0000,買權,-,-,-,-,0,1.8,492,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,19900.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,19900.0000,賣權,-,-,-,-,0,2650,0,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,19900.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,20000.0000,買權,-,-,-,-,0,1.7,800,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,20000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,20000.0000,賣權,-,-,-,-,0,2750,0,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,20000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,20100.0000,買權,-,-,-,-,0,1.6,28,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,20100.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,20100.0000,賣權,-,-,-,-,0,2850,0,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,20100.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,20200.0000,買權,-,-,-,-,0,1.5,318,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,20200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/03,TXO,202105  ,20200.0000,賣權,-,-,-,-,0,2950,0,-,-,-,-,,一般,
2021/05/03,TXO,202105  ,20200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
